Time,Species.1,Species.2,Species.3,Species.4,Species.5,Species.6,Species.7
343.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
343.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
343.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
343.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
343.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
343.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
344.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
345.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
346.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
347.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
348.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
349.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
350.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
351.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
352.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
353.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
354.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
355.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
356.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
357.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
358.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
359.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
360.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
361.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
362.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
363.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
364.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
365.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
366.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
367.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
368.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
369.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
370.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
371.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
372.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
373.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
374.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
375.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
376.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
377.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378.3,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378.4,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378.5,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378.6,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378.7,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378.8,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
378.9,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
379,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
379.1,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
379.2,31.6228,7.24436,3.46737,1.44544,0.933254,0.933254,1.20226
